Empresa,Complejo,planta,tag,servicio,tipo,fluido_c,temp_diseno_c,temp_entrada_c,temp_salida_c,flujo_total_c,flujo_entrada_vaporc,flujo_salida_vaporc,flujo_entrada_liquidoc,flujo_salida_liquidoc,cambio_fase,presion_diseno,presion_entrada_c,caida_carcasa_max_c,caida_carcasa_min_c,,fouling_carcasa,fluido_t,temperatura_diseno_t,temp_entrada_t,temp_salida_t,flujo_total_t,flujo_entrada_vaport,flujo_salida_vaport,flujo_entrada_liquidot,flujo_salida_liquidot,cambio_faset,presion_diseno_t,presion_entrada_t,caida_presion_max_t,caida_presion_min_t,,fouling_t,,q,mtd_c,area_total,n_tubos,long_tubos,od_tubos,id_carcasa,mat_carcasa,mat_tubo,conexiones_entrada_t,conexiones_salida_t,conexiones_entrada_c,conexiones_salida_c,tipo_tubo,pitch,fabricante,criticidad,corrosion_carcasa,corrosion_tubo,arreglo_serie,arreglo_paralelo,pasos_tubo,paso_carcasa,tema,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-3104 B,Cracked gas 4th stage intercooler,TUBO/CARCASA,Gas crackeado,,60,37,,117771.2,115888.8,,1882.4,Cambio de Fase Parcial,,19.3,,,,0.00026,Agua de enfriamiento,,32,45,,,,140400,140400,Sin Cambio de Fase,,5.5,,,,0.00034,,-2184000,,392.8,860,6.1,0.0254,1.456,SA537 CL1,SA179,,,,,,0.032,,No-cr’tico,,,2,1,8,1,BES,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-3104 C,Cracked gas 4th stage intercooler,TUBO/CARCASA,Gas crackeado,,60,37,,117771.2,115888.8,,1882.4,Cambio de Fase Parcial,,19.3,,,,0.00026,Agua de enfriamiento,,32,45,,,,140400,140400,Sin Cambio de Fase,,5.5,,,,0.00034,,-2184000,,392.8,860,6.1,0.0254,1.456,SA537 CL1,SA179,,,,,,0.032,,No-cr’tico,,,2,1,8,1,BES,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-3105 A,Cracked gas 5th stage intercooler,TUBO/CARCASA,Gas crackeado,,77.3,43,,122408.6,121296.8,,1111.8,Cambio de Fase Parcial,,37.7,,,,0.00026,Agua de enfriamiento,,32,48,,,,165699.2,165699.2,Sin Cambio de Fase,,5.5,,,,0.00034,,-3270100,,209.9,460,6.1,0.0254,1.066,SA537 CL1,SA179,,,,,,0.032,,No-cr’tico,,,2,1,4,1,BES,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-3105 B,Cracked gas 5th stage intercooler,TUBO/CARCASA,Gas crackeado,,77.3,43,,122408.6,121296.8,,1111.8,Cambio de Fase Parcial,,37.7,,,,0.00026,Agua de enfriamiento,,32,48,,,,165699.2,165699.2,Sin Cambio de Fase,,5.5,,,,0.00034,,-3270100,,209.9,460,6.1,0.0254,1.066,SA537 CL1,SA179,,,,,,0.032,,No-cr’tico,,,2,1,4,1,BES,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-3501,Spent caustic cooler,TUBO/CARCASA,Soda casutica gastada,,60,40,,,,3111,3111,Sin Cambio de Fase,,5.5,0.064,,,0.0004,Agua de enfriamiento,,32,39,,,,7074,7074,Sin Cambio de Fase,,5.5,0.0446,,,0.00034,,57500-69000,,11.2,24,6.1,0.0254,0.26,SA106 GRA,SA179,,,,,,0.032,,No-cr’tico,,,1,1,4,1,SRFH,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-3601,C2-Hydrogenation heater,TUBO/CARCASA,LP-  Vapor/Condensado,,133.6,133,,8722.7,,,8722.7,Cambio de Fase Total,,3,0.013,0.01,,0.00009,Gas crackeado,,43,110,,121295.5,121295.5,,,Sin Cambio de Fase,,37.45,0.161,0.174,,0.00026,,-5247000,,198.59,694,3.7,0.0234,1.066,SA537 CL1,SA179,,,,,,0.032,,No-cr’tico,,,1,1,2,1,U-Tube,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-3602,C2-Hydrogenation cooler I,TUBO/CARCASA,Gas crackeado,,150,60,,121295.5,121295.5,,,Sin Cambio de Fase,,36.6,0.15,0.14,,0.00026,Agua de enfriamiento,,32,48,,,,384976.1,384976.1,Sin Cambio de Fase,,5.5,0.5,0.39,,0.00034,,-7150.2,,290.6,792,4.9,0.0254,1.26,SA537 CL1,SA179,,,,,,0.032,,No-cr’tico,,,1,1,4,1,BES,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-3603,C2-Hydrogenation cooler I,TUBO/CARCASA,Gas crackeado,,150,60,,121295.5,121295.5,,,Sin Cambio de Fase,,36.6,0.15,0.14,,0.00026,Agua de enfriamiento,,32,48,,,,384976.1,384976.1,Sin Cambio de Fase,,5.5,0.5,0.39,,0.00034,,-7150.2,,290.6,792,4.9,0.0254,1.26,SA537 CL1,SA179,,,,,,0.032,,No-cr’tico,,,1,1,4,1,BES,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-3604 A,C2-Hydrogenation cooler III,TUBO/CARCASA,Gas crackeado,,110,37,,121295,119946.1,,1349.4,Cambio de Fase Parcial,,35.9,0.15,0.14,,0.00026,Agua de enfriamiento,,32,48,,,,311572,311572,Sin Cambio de Fase,,5.5,0.5,0.48,,0.00034,,-5786900,,416.7,920,6.1,0.0254,1.358,SA537 CL1,SA179,,,,,,0.032,,No-cr’tico,,,2,1,4,1,BES,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-3604 B,C2-Hydrogenation cooler III,TUBO/CARCASA,Gas crackeado,,110,37,,121295,119946.1,,1349.4,Cambio de Fase Parcial,,35.9,0.15,0.14,,0.00026,Agua de enfriamiento,,32,48,,,,311572,311572,Sin Cambio de Fase,,5.5,0.5,0.48,,0.00034,,-5786900,,416.7,920,6.1,0.0254,1.358,SA537 CL1,SA179,,,,,,0.032,,No-cr’tico,,,2,1,4,1,BES,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-3704,Condensate heater,TUBO/CARCASA,LP- Vapor,,133.6,133.1,,402,,,402,Cambio de Fase Total,,3,0.01,0.042,,0.00009,Condensado,,15,48,,,741,8743.9,8002,Cambio de Fase Parcial,,35.5,0.05,0.0342,,0.000017,,244400,,11.19,48,3,0.0254,0.31,SA106 GR.B,SA179,,,,,,0.032,,No-cr’tico,,,1,1,2,1,BEU,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-3801,Reboiler deethanizer I,TUBO/CARCASA,C2/C3+,,24.9,31.3,,,38534.2,125167.4,86633.2,Cambio de Fase Parcial,,34.7,,,,0.00034,C3H6,,57.1,44.7,,,,293744.4,293744.4,Sin Cambio de Fase,,23.9,0.15,0.1343,,0.00017,,3090300,,248.14,634,4.9,0.0254,0.968,SA537 CL1,SA334 GR.1,,,,,,0.032,,Semi-cr’tico,,,1,1,2,1,BHU,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-3802,Reboiler deethanizer II,TUBO/CARCASA,LP-Vapor,,133.6,133,,12492,,,12492,Cambio de Fase Total,,3,,,,0.00009,C3+,,72,73.4,,,109347,377060,267713,Cambio de Fase Parcial,,26.8,0.1496,0.1496,,0.00034,,7509999,,398.95,1724,3,0.0254,1.456,SA537 CL1,SA334 GR.1,,,,,,0.032,,No-cr’tico,,,1,1,,,BEM,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-4101,Reflux condenser Demethanizer,TUBO/CARCASA,LP C -Ref,,-101.7,-101.7,,673.6,6100.6,5427,,Cambio de Fase Parcial,,1.14,,,,0,C1/C2,,-95,-96,,31130,21687.1,,9442.9,Cambio de Fase Parcial,,31.6,,,,,,720900,,233,572,4.8,0.0254,1.3,SA213,SA240 GR.304,,,,,,0.032,,Semi-cr’tico,,,1,1,2,1,BKU,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-4305,Subcooler II,TUBO/CARCASA,C2-Producto,,-32.76,25,,43820,43820,,,Sin Cambio de Fase,,18,0.0921,,,0,C3,,37.81,26.94,,,,162188,162188,Sin Cambio de Fase,,22.8,0.175,0.0534,,,,1324493,,222.15,464,6.1,0.0254,0.87,SA334 GR.1,"SA537 CL,1",,,,,,0.032,,No-cr’tico,,,1,1,2,1,U-Tube,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-4402,Suction drum vaporizer,TUBO/CARCASA,ND C2H4-Ref,,-101.9,-102.7,,,3421.4,3421.4,,Cambio de Fase Total,,1.12,,,,0,C2H4-Ref desde la tercera etapa,,-32.6,-43.6,,,,33638.9,33638.9,Sin Cambio de Fase,,18.1,0.075,0.062,,,,454100,,8.5,98,1,0.0254,0.388,SA214 GR.TP304,SA240 GR.305,,,,,,0.032,,No-cr’tico,,,1,1,2,1,U-Tube,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-4602,Suction drum vaporizer,TUBO/CARCASA,ND C3H6-Ref,,-38,-38,,,16875.7,16875.7,,Cambio de Fase Total,,1.54,,,,,C3H6-Ref horno. cuarta etapa,,44.9,33.7,,,,277146.6,277146.6,Sin Cambio de Fase,,23.75,0.135,0.111,,,,2003000,,92.39,442,2.4,0.0254,0.772,SA334 GR.1,"SA537 CL,1",,,,,,0.032,,No-cr’tico,,,1,1,2,1,U-Tube,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-4603,Propylene refrigerant cooler I,TUBO/CARCASA,C3H6-refrigerante,,103.82,88.21,,214584,214584,,,Sin Cambio de Fase,,24.1,,,,,Etano para horno,,5.93,51.2,,83685,83685,,,Sin Cambio de Fase,,7.2,,,,,,1992998,,206.4,719,3,0.001,,SA537 CL1,SA179,,,,,,0.032,,Semi-cr’tico,,,1,1,2,1,Fix. Tubes,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-4604,Propylene refrigerant cooler II,TUBO/CARCASA,C3H6-refrigerante,,102.3,57,,243527.6,225702.2,,17825.4,Cambio de Fase Parcial,,24.02,0.15,0.07,,0.00017,Propano para hornos,,22.1,52.3,,42244.9,109726,67481.1,,Cambio de Fase Parcial,,8.64,0.135,0.125,,0.00034,,4163000,,506.5,1334,4.9,0.0254,1.456,SA537 CL1,SA179,,,,,,0.032,,Cr’tico,,,1,1,2,1,BJU,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-5101,Reboiler depropanizer,TUBO/CARCASA,LP-Vapor,,133.6,133.5,,6638.8,,,6638.8,Cambio de Fase Total,,3,,,,0.00009,C4+,,86.6,87.9,,,46389.5,273604.3,227214.8,Cambio de Fase Parcial,,11.8,,,,0.0005,,3989899,,170.32,736,7.3,0.0254,0.968,SA537 CL1,SA179,,,,,,0.032,,No-cr’tico,,,1,1,,,BEM,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-5101 R,Reboiler depropanizer,TUBO/CARCASA,LP-Vapor,,133.6,133.5,,6638.8,,,6638.8,Cambio de Fase Total,,3,,,,0.00009,C4+,,86.6,87.9,,,46389.5,273604.3,227214.8,Cambio de Fase Parcial,,11.8,0.163,0.163,,0.0005,,3989899,,170.32,736,3,0.0254,0.968,SA537 CL1,SA179,,,,,,0.032,,No-cr’tico,,,1,1,,,BEM,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-5102 A,Overhead condenser depropanizer,TUBO/CARCASA,C3-,,28.7,27.6,,61582,,,61582,Cambio de Fase Total,,11.6,0.04,0.037,,,Alimentacion de propano,,14.8,21.8,,,55938.6,68458.1,12519.5,Cambio de Fase Parcial,,8.9,0.092,0.066,,,,5638000,,847.03,1470,7.3,0.0254,1.358,SA537 CL1,SA334 GR.1,,,,,,0.032,,No-cr’tico,,,1,2,2,1,U-Tube,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-5102 B,Overhead condenser depropanizer,TUBO/CARCASA,C3-,,28.7,27.6,,61582,,,61582,Cambio de Fase Total,,11.6,0.04,0.037,,,Alimentacion de propano,,14.8,21.8,,,55938.6,68458.1,12519.5,Cambio de Fase Parcial,,8.9,0.092,0.066,,,,5638000,,847.03,1470,7.3,0.0254,1.358,SA537 CL1,SA334 GR.1,,,,,,0.032,,No-cr’tico,,,1,2,2,1,U-Tube,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-5103,Trim condenser,TUBO/CARCASA,C3H6 Refrigerante,,10,10,,11608.2,45186.6,33577.7,,Cambio de Fase Parcial,,7.77,,,,,C3-,,20.7,27.6,,36949.2,,,36949.2,Cambio de Fase Total,,11.6,0.058,,,0.00017,,3382800,,252.6,422,7.3,0.0254,0.758,SA537 CL1,SA334 GR.1,,,,,,0.032,,No-cr’tico,,,1,1,2,1,U-Type,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-5503,Propylene trim cooler,TUBO/CARCASA,C3H6,,67.8,53.5,,268845.4,268845.4,,,Sin Cambio de Fase,,19.17,0.15,0.125,,,Agua de enfriamiento,,32,46,,,,134482.1,134482.1,Sin Cambio de Fase,,5.5,1,0.5669,,0.00034,,2185300,,252.7,660,4.9,0.0254,1.164,SA537 CL1,SA179,,,,,,0.032,,No-cr’tico,,,1,1,8,1,BEM,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-5701,Reboiler debutanizer,TUBO/CARCASA,MP-Vapor,,170.4,170.4,,2343.6,,,2343.6,Cambio de Fase Total,,8,,,,,Fraccion C5-,,131,133.1,,,13650,77063,63412,Cambio de Fase Parcial,,8.2,,,,,,1322999,,56.69,245,3,0.001,,SA537 CL1,SA179,,,,,,0.032,,No-cr’tico,,,1,1,,,BEM,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-5701 R,Reboiler debutanizer,TUBO/CARCASA,MP-Vapor,,170.4,170.4,,2343.6,,,2343.6,Cambio de Fase Total,,8,,,,,Fraccion C-5,,131,133.1,,,13650,77063,63412,Cambio de Fase Parcial,,8.2,0.1688,0.1688,,0.00043,,1322999,,56.69,245,3,0.0254,0.578,SA537 CL1,SA179,,,,,,0.032,,No-cr’tico,,,1,1,,,BEM,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-6101,First stage reacotr Feed/Effluent exchanger,TUBO/CARCASA,H2+HC (efluente),,147,84,,2126,460,19789,21455,Cambio de Fase Parcial,,19,,0.08,,0.0007,H2+HC (alimentacion),,41,100,,329,1068,27065,26326,Cambio de Fase Parcial,,22,1.03,0.86,,0.001,,1000000,,125.8,272,6.1,0.0254,0.676,SA537 CL1,SA179,,,,,,0.032,,No-cr’tico,,,1,1,1,1,BES,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-6102,First stage reactor start up heater,TUBO/CARCASA,LP-Vapor,,133,133,,1666.4,,,1666.4,Cambio de Fase Total,,3,,0.06,,0.00009,H2+HC,,41,100,,329,1068,27065,26326,Cambio de Fase Parcial,,22,0.66,0.55,,0.001,,1000000,,60.5,158,4.9,0.0254,0.488,SA537 CL1,SA179,,,,,,0.032,,No-cr’tico,,,1,1,1,1,Fixed tubes,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-6103,First stage post condenser,TUBO/CARCASA,H2+HC,,98,40,,821.99,247,26572,27147,Cambio de Fase Parcial,,17.3,0.185,0.152,,0.0007,Agua de enfriamiento,,32,40,,,,102250,102250,Sin Cambio de Fase,,5.5,0.477,0.394,,0.00034,,950000,,139.6,250,7.3,0.0254,0.676,"SA515 GR,60",SA179,,,,,,0.032,,No-cr’tico,,,1,1,4,1,SRFH,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-6201,Stabilizer condenser,TUBO/CARCASA,H2+HC,,89,46,,2035,41.664,,1994,Cambio de Fase Parcial,,8.9,0.0022,0.0015,,0.0003,Agua de enfriamiento,,32,48,,,,18800,18800,Sin Cambio de Fase,,5.5,0.2234,0.1861,,0.00034,,219000,,43.6,132,3.7,0.0254,0.7,"SA515 GR,60",SA179,,,,,,0.032,,No-cr’tico,,,1,1,,,Full throw,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-6202,Stabilizer reboiler,TUBO/CARCASA,MP-Vapor,,196,196,,822,,,822,Cambio de Fase Total,,14.5,0.0215,0.0215,,0.00009,HC,,160,162.1,,,4780,40288,35453,Cambio de Fase Parcial,,9,,,,0.0005,,447000,,21,98,3,0.0254,0.388,"SA515 GR,60",SA179,,,,,,0.032,,No-cr’tico,,,1,1,,,Fixed Tubes,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-6203,Stabilizer Feed/bottom Exchanger,TUBO/CARCASA,H2+HC (Alimentacion),,41,106.8,,,12.996,6733,6722,Cambio de Fase Parcial,,9.3,0.0565,0.0565,,0.0003,HC (Fondo),,164.4,107,,,,6694,6694,Sin Cambio de Fase,,11.3,0.0966,0.0966,,0.0005,,245000,,22.5,40,7.3,0.0254,0.31,"SA106 GR,A",SA179,,,,,,0.032,,No-cr’tico,,,1,1,4,1,SRFH,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-6204,Gasoline cooler,TUBO/CARCASA,HC,,107,50,,,,6694,6694,Sin Cambio de Fase,,10.8,0.081,0.0669,,0.0003,agua de enfriamiento,,32,42,,,,18240,18240,Sin Cambio de Fase,,5.5,0.394,0.3527,,0.00034,,212000,,14.8,40,4.9,0.0254,0.31,"SA106 GR,A",SA179,,,,,,0.032,,No-cr’tico,,,1,1,4,1,SRFH,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-6302,Rerun column bottom cooler,TUBO/CARCASA,MP-Vapor,,196,196,,843.98,,,843.98,Cambio de Fase Total,,14.5,,,,,HC,,180.6,185.5,,,4870,19482,14612,Cambio de Fase Parcial,,1.6,,,,,,459000,,244.1,905,6.1,0.001,1066,"SA106 GR,A",SA179,,,,,,0.032,,No-cr’tico,,,1,1,,,Fixed tubes,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-6302 R,Rerun column bottom cooler,TUBO/CARCASA,MP-Vapor,,196,196,,843.98,,,843.98,Cambio de Fase Total,,14.5,0.021,0.021,,0.00009,HC,,180.6,185.5,,,4870,19482,14612,Cambio de Fase Parcial,,1.6,0.235,0.235,,0.001,,459000,,244.1,905,3.7,0.0254,1.06,"SA106 GR,A",SA179,,,,,,0.032,,No-cr’tico,,,1,1,,,Fixed tubes,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-6303,Rerun column reboiler,TUBO/CARCASA,Agua de enfriamiento,,32,37,,,,7800,7800,Sin Cambio de Fase,,5.5,0.5,0.16,,0.00034,HC,,181,50,,,,694,694,Sin Cambio de Fase,,10.7,0.5,0.3,,0.001,,153000,,7.5,16,6.1,0.0254,0.26,"SA106 GR,A",SA179,,,,,,0.032,,No-cr’tico,,,1,1,8,1,SRFH,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-6304,Feed preheater,TUBO/CARCASA,MP-Vapor,,196.3,196.3,,1416,,,1416,Cambio de Fase Total,,14.5,0.0148,0.0148,,0.00009,HC,,43,108,,,5230,7500,2250,Cambio de Fase Parcial,,2,0.2228,0.228,,0.001,,770000,,26.6,98,3.7,0.0254,0.368,"SA515 GR,60",SA179,,,,,,0.032,,No-cr’tico,,,1,1,1,1,Fixed tubes,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-7201,Ethylene cooler,TUBO/CARCASA,C2H4-Ref,,43.4,37.8,,14870.7,14870.7,,,Sin Cambio de Fase,,15.39,0.18,0.16,,0,Agua de enfriamiento,,32,33.6,,,,21686,21686,Sin Cambio de Fase,,9,0.15,0.12,,0.00034,,40300,,15.64,72,3,0.0254,0.388,"SA515 GR,60",SA179,,,,,,0.032,,No-cr’tico,,,1,1,4,1,SRFH,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-7202 (Normal),ethylene condenser,TUBO/CARCASA,C3H6-Ref,,-47.5,-47.5,,2400.4,18937.4,16537,,Cambio de Fase Parcial,,1.03,,,,0,C2H4-Ref,,37.8,-40,,14870.7,,,14870.7,Cambio de Fase Total,,15.29,0.27,0.25,,0,,2037900,,497,824,7.3,0.0254,7.3,"SA203, GR.D","SA334 Gr,3",,,,,,0.032,,No-cr’tico,,,1,1,2,1,U-Tube,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-7202 (Bypass),ethylene condenser,TUBO/CARCASA,C3H6-Ref,,-47.5,-38.4,,418.3,17395,3764,,Cambio de Fase Parcial,,1.03,,,,0,C2H4-Ref,,37.8,-40,,,,,,Cambio de Fase Parcial,,15.29,,,,0,,,,,,,,,"SA203, GR.D","SA334 Gr,3",,,,,,0.032,,No-cr’tico,,,1,1,,,U-Tube,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-7401,Propylene condenser,TUBO/CARCASA,C3H6-Ref,,100.61,48.77,,43472,,,43472,Cambio de Fase Total,,20.2,0.057,0.0517,,,Agua de enfriamiento,,32,44.8,,,,319735,319735,Sin Cambio de Fase,,9,0.64,0.5287,,0.00034,,4752790,,779.37,1712,6.1,0.0254,1.54,SA537 CL.1,SA179,,,,,,0.032,,No-cr’tico,,,1,1,8,1,SRFH,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-8203,Boiler feedwater cooler,TUBO/CARCASA,Condensado de turbina,,57.3,62,,,,124620,124620,Sin Cambio de Fase,,6,0.4,0.1201,,0.00009,Agua de alimentacion a caldera,,121.7,68,,,,10800,10800,Sin Cambio de Fase,,78,0.5,0.0548,,0.00009,,679000,,31.03,80,4.9,0.0254,0.388,"SA515 GR,60",SA179,,,,,,0.032,,No-cr’tico,,,1,1,4,1,BEU,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-8205,Flash steam condenser,TUBO/CARCASA,"Vapor A,B / condensado A,B,E",,100,100,,3370,,,3370,Cambio de Fase Total,,1,0.0007,0.0007,,0.000086,Condensado de turbina,,62,76.7,,,,124620,124620,Sin Cambio de Fase,,5.8,0.5,0.1394,,0.000086,,2115000,,59.8,156,4.9,0.0254,0.488,"SA515 GR,60",SA179,,,,,,0.032,,Semi-cr’tico,,,1,1,2,1,BJM,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-8601,Regeneration gas heater,TUBO/CARCASA,HPII- Vapor/Condensado,,399,257.9,,1407.3,,,1407.3,Cambio de Fase Total,,45.8,0.053,0.049,,0.00009,Gas de regeneracion,,33,200,,5319.4,5319.4,,,Sin Cambio de Fase,,4.8,0.055,0.032,,,,812500-844300,,36.9,164,3,0.0254,0.578,SA387 GR.12 Cl.2,SA213 GR.T12,,,,,,0.032,,No-cr’tico,,,1,1,2,1,U-tube,,,,,,,,,,,,,,
PQV,AMC,OLEFINAS II,E-8801,Blown down vaporizer,TUBO/CARCASA,LP-Vapor/Condensado,,133.6,60,,2536,,,2536,Cambio de Fase Total,,3,,,,0.00034,C3- Hidrocarburos,,-37.1,-36.7,,,14837.2,14837.2,,Cambio de Fase Total,,1.5,0.0332,0.0258,,,,1742500-1977000,,104.2,496,2.4,0.0254,0.87,"SA515 GR,60",SA213 GR.TP304 o 321,,,,,,0.032,,No-cr’tico,,,1,1,2,,U-tube,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

